PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,xRV Of Event (Count Ind),xRV of Event (Count Dep),RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,GameUID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,PlayID,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,In Zone,Swing,Hit,In Shadow Zone,In Heart
91,2/7/25,46:39.5,4.0,7.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Right,CEN_ARK,Undefined,4.0,Top,1.0,3.0,2.0,Dropball,,InPlay,Undefined,GroundBall,FieldersChoice,1.0,0.0,-0.375,-0.307337587,66.47872,4.0621,-0.994452,1387.075705,8.313212,6:15,2.03213,0.64736,5.28997,-38.81892,-9.50752,-1.51244,1.37503,-0.10867,61.16634,-6.345148,-1.391989,0.389664,64.90252,-12.272196,7.569587,,,,,6.04319,6.04319,8.082713,0.057282,1.25252,-11.21473,-0.85103,50.0,0.86874,1.55174,-99.77795,12.06475,1.22268,20.79104,-43.12153,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,8a4a5950-e5be-11ef-a81c-f96fdfcd56f7,96.73073,5.31238,,,,1.16115,,0.6917,1.16115,0.14652,2/8/25,46:39.5,2025-02-07T19:46:39.4820000-06:00,2025-02-08T01:46:39.4820000Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.7085,-97.18299,10.39552,2.03869,6.68269,-21.56077,-0.64783,1.70434,0.61134,180.0,0.69012,92.37511,,,,,,,,1.1615,-20.27073,,,,,,,,0.14631,12.27557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,ad596a8d-4bea-49a3-aef1-5e327320841a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
92,2/7/25,48:52.7,1.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,4.0,Bottom,0.0,0.0,0.0,Curveball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,65.15075,3.170413,0.283526,1099.148022,65.516029,8:15,1.72718,0.62852,5.11678,-32.45191,-1.79992,-5.81532,1.0428,0.32436,60.15299,-5.53005,-1.238312,0.398475,,,,,,,,,,,,6.26941,-2.48327,-0.53313,50.0,0.81353,-1.14672,-97.68617,9.47682,5.904,19.035,-34.51259,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,d9b74bb0-e5be-11ef-a81c-f96fdfcd56f7,94.5918,4.99776,,,,,,,,,2/8/25,48:52.7,2025-02-07T19:48:52.7090000-06:00,2025-02-08T01:48:52.7090000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.87996,-95.29522,9.5175,1.73164,5.14175,-17.2563,-0.63059,-0.40513,2.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,0d8f41a2-b527-46f7-a797-864d38fb0b58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
93,2/7/25,49:12.8,1.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,4.0,Bottom,0.0,1.0,0.0,Screwball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,-0.03,-0.049712949,63.82466,4.971812,0.709898,2717.330384,200.658915,12:45,1.69208,0.5355,5.29061,-29.55876,2.25957,0.51724,2.38632,1.02829,58.56379,-3.023539,0.845645,0.405985,56.01304,48.211619,-40.802392,,68.75668,38.17956,-85.86335,143.15623,68.51691,-53.094648,3.487978,-0.30681,1.03484,-0.38677,50.0,0.38247,-1.12273,-95.55512,12.10311,-0.27573,18.56818,-31.24404,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,e5a4e270-e5be-11ef-a81c-f96fdfcd56f7,92.84194,5.26088,,,,50.9273,,2.63821,2.57211,-1.00496,2/8/25,49:12.8,2025-02-07T19:49:12.8150000-06:00,2025-02-08T01:49:12.8150000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.70645,-93.13562,9.28409,1.69431,8.0319,-15.62202,-0.53541,-1.15866,-0.13786,143.845492,2.6382,41.44204,-11.95604,3.80713,-1.00373,0.29499,-0.08584,0.01616,-0.00128,2.57288,61.22765,-21.48611,1.30765,0.27204,-0.30132,0.10636,-0.0177,0.00113,-1.00477,-35.77968,1.51725,-0.2984,0.12672,-0.0764,0.02766,-0.00495,0.00034,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,40cb057d-cf4b-45ec-bf0c-9e040d6be4fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
94,2/7/25,49:44.4,1.0,3.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,4.0,Bottom,0.0,1.0,1.0,Screwball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.04675563,65.43602,8.177042,-0.951831,1450.02146,135.442781,10:30,1.68797,0.57067,5.30765,-28.28769,2.2052,-1.38406,4.54398,-0.14736,59.86778,0.574376,-1.314294,0.397439,,,,,,,,,,,,1.14984,0.19295,-0.76681,50.0,-0.30768,1.45571,-97.12622,17.63814,1.07727,17.93752,-31.99329,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,f87f1640-e5be-11ef-a81c-f96fdfcd56f7,94.83825,5.56824,,,,,,,,,2/8/25,49:44.4,2025-02-07T19:49:44.3770700-06:00,2025-02-08T01:49:44.3770700Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.68733,-94.82503,8.96876,1.69183,13.53373,-15.99664,-0.57119,1.59391,0.53864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,9e9c20fe-3268-4eb9-b1e1-d1d6d15e4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
95,2/7/25,50:03.1,1.0,4.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,4.0,Bottom,0.0,2.0,1.0,Dropball,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.067444373,67.01633,4.483794,-0.450876,1199.036914,32.131067,7:00,1.69032,0.44164,4.98366,-34.77246,-5.67193,-4.03811,1.66276,-0.18289,62.04706,-4.764534,-1.502707,0.388259,,,,,,,,,,,,4.10555,-6.94638,-0.51197,50.0,0.50175,0.32134,-100.18783,12.23502,4.10031,18.81483,-39.11154,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,03a2f460-e5bf-11ef-a81c-f96fdfcd56f7,97.08061,4.96927,,,,,,,,,2/8/25,50:03.1,2025-02-07T19:50:03.0560000-06:00,2025-02-08T01:50:03.0560000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.01423,-97.91109,9.40741,1.69593,7.50221,-19.55577,-0.44306,0.81751,2.05015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,340df8d4-995c-4539-88d6-a0223ad66599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0
96,2/7/25,50:25.5,1.0,5.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,4.0,Bottom,0.0,2.0,2.0,Dropball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,-0.03,0.0,67.86759,4.816544,0.235456,1325.963835,11.914373,6:30,1.68142,0.45916,5.14394,-35.84589,-7.59284,-1.76484,1.76481,0.46183,62.55062,-4.755605,-0.226185,0.382564,,,,,,,,,,,,1.98315,-9.50796,-0.39758,50.0,0.38798,-0.63504,-101.58957,13.25844,2.02315,20.33694,-41.87373,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,10f85880-e5bf-11ef-a81c-f96fdfcd56f7,98.52584,5.31697,,,,,,,,,2/8/25,50:25.5,2025-02-07T19:50:25.5124300-06:00,2025-02-08T01:50:25.5124300Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.85472,-99.12843,10.16847,1.68586,8.19095,-20.93687,-0.45962,-0.3902,1.01157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,caf5c01b-330d-4720-9233-2bfe0b0df21a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0
97,2/7/25,50:52.8,1.0,6.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,4.0,Bottom,0.0,2.0,2.0,Changeup,,InPlay,Undefined,LineDrive,Single,0.0,0.0,0.5888,0.506305017,51.03804,6.839962,1.442665,1067.695129,37.167873,7:15,1.66654,0.47585,5.70344,-55.24664,-6.0941,-5.72748,1.36784,0.90219,46.82544,-8.162588,-0.075577,0.504597,63.43506,18.172878,-16.394253,1287.505642,101.71272,12.98216,-41.88645,150.75822,148.38393,-24.728765,2.057219,6.86213,-8.63792,-0.1149,50.0,-0.32676,-2.47995,-76.37293,14.98462,3.90846,12.52798,-37.09394,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,214c0880-e5bf-11ef-a81c-f96fdfcd56f7,74.69815,4.21261,,,,15.55218,,3.08936,1.72196,-0.91041,2/8/25,50:52.8,2025-02-07T19:50:52.7691084-06:00,2025-02-08T01:50:52.7691084Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.2954,-74.25967,6.26399,1.67316,8.7275,-18.54697,-0.47762,-1.82066,1.95423,119.514249,3.08936,84.80317,-13.24985,2.52983,-0.48319,0.07024,-0.00825,0.00087,-3e-05,1.72196,29.01716,-15.88951,0.73257,-0.04305,0.00125,0.00307,-0.00031,-3e-05,-0.91041,-24.9497,-4.46267,1.54359,-0.43915,0.09583,-0.01821,0.00248,-0.00016,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,2828cf27-83ab-496e-ab9c-723d85a0ee0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0
98,2/7/25,51:29.0,2.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,4.0,Bottom,0.0,0.0,0.0,Fastball,,HitByPitch,Undefined,Undefined,Undefined,0.0,0.0,0.418,0.354146497,66.86913,6.84164,2.995127,1370.506611,29.525228,7:00,1.77507,0.50009,5.72702,-32.53136,-4.36036,-2.85925,3.37207,2.13793,61.84904,-1.949414,2.238458,0.382008,,,,,,,,,,,,4.13327,-6.76008,0.18891,50.0,-0.04592,-5.5927,-99.45889,16.60487,4.09692,17.50841,-38.87468,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,36d11100-e5bf-11ef-a81c-f96fdfcd56f7,98.66922,5.02009,,,,,,,,,2/8/25,51:29.0,2025-02-07T19:51:28.9928524-06:00,2025-02-08T01:51:28.9928524Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.27192,-97.19245,8.7542,1.77784,11.57261,-19.43734,-0.50073,-5.06236,2.04846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,1757f517-f23d-4871-8732-24461dd0495d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
99,2/7/25,52:05.2,3.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,4.0,Bottom,0.0,0.0,0.0,Screwball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,65.03304,7.620086,-1.08728,1510.288836,99.172457,9:15,1.74752,0.47986,5.4113,-29.58887,1.24051,-2.23362,4.12197,-0.39279,59.17031,-0.378192,-1.674002,0.399626,26.86849,0.78809,167.287928,2705.060724,,,,19.78986,14.6687,167.770986,0.481863,1.97528,-0.8098,-0.7021,50.0,-0.15004,1.5857,-96.84947,16.7833,1.82108,19.25831,-32.92063,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,4c69a180-e5bf-11ef-a81c-f96fdfcd56f7,94.31923,5.86273,,,,3.67091,,-1.2065,3.66665,0.37736,2/8/25,52:05.1,2025-02-07T19:52:05.1525964-06:00,2025-02-08T01:52:05.1525964Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.58317,-94.34811,9.62915,1.75217,12.50741,-16.46032,-0.48078,1.82223,0.91054,311.779977,-1.20498,-38.47769,1.73788,,,,,,,3.66945,0.46507,-16.78056,,,,,,,0.3773,8.67131,-1.56611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,High,,,,6257d21d-3a19-4024-850f-c005419b292d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
100,2/7/25,52:31.4,3.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,4.0,Bottom,0.0,1.0,0.0,Curveball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.059995278,68.00609,6.815297,-0.577879,2478.875461,25.430027,6:45,1.77182,0.57413,5.09119,-38.06927,-9.66276,-4.96748,2.96094,-0.2079,62.3901,-3.303723,-1.872422,0.383602,,,,,,,,,,,,5.02268,-11.96635,-0.66745,50.0,0.05888,0.44794,-101.40428,16.9342,5.11109,20.0919,-44.351,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,5c060f70-e5bf-11ef-a81c-f96fdfcd56f7,98.25936,5.61599,,,,,,,,,2/8/25,52:31.4,2025-02-07T19:52:31.3840000-06:00,2025-02-08T01:52:31.3840000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.90738,-98.97929,10.04595,1.77971,11.58127,-22.1755,-0.57616,1.06482,2.55554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,3e25a3d8-474f-42b3-b672-d2f3e002be7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0
